,,,上客,,,,,下客
54743,106456381,29565593,1554.006889,,50600,106600706,29723517,189.684211
54744,106441457,29571168,1735.478842,,50601,106596212,29724334,182.842105
54745,106442477,29579173,1662.725463,,690-1,经度,维度,33673.00034
54746,106435900,29595317,1673.71245,,28340,106628932,29759721,875.66357
54747,106435738,29600169,1676.206481,,28341,106629065,29756122,933.807651
54748,106436139,29602209,1635.544506,,28342,106628910,29751680,1304.181226
54749,106438952,29606366,1878.939224,,28343,106628894,29748598,1365.578083
54750,106508332,29515114,1671.208933,,28344,106634723,29743985,1207.799704
54751,106500065,29519085,1783.925885,,28345,106633530,29742373,1279.254033
54752,106472034,29532792,1778.236102,,28346,106630111,29739338,1512.252698
54753,106461296,29541970,1473.303459,,28347,106624998,29730332,1360.795222
54754,106464087,29556430,1512.467449,,28348,106623899,29727706,1324.365768
54755,106460846,29564376,747.99107,,28349,106622713,29725163,1485.260239
54756,106451859,29566987,1698.323112,,28351,106619614,29721438,1340.014166
54757,106442873,29566930,1510.913378,,28352,106617023,29716164,1159.122597
54758,106442220,29574412,1680.856874,,28353,106618529,29714598,1161.87976
54759,106442268,29582275,1884.941266,,28354,106618111,29711056,1217.341294
54760,106435846,29591682,1765.746795,,28355,106617678,29708898,1295.215764
54761,106438451,29610750,1851.101587,,28356,106616713,29706347,1246.79842
54762,106438777,29617726,1866.908722,,28357,106616701,29703913,1152.109403
54763,106439029,29620355,2004.9508,,28358,106616522,29701496,1137.291597
54764,106438890,29623109,2014.602539,,28359,106612095,29700047,1321.805709
54765,106438413,29630161,1871.052026,,28360,106606449,29696559,1276.838073
54766,106440649,29638791,1750.157045,,28361,106602995,29693972,1250.073462
54767,106440197,29647199,1874.62298,,28362,106599383,29691655,943.464916
54768,106440320,29651050,1683.277636,,28363,106597568,29693156,1090.096495
54769,106440901,29657538,1630.816009,,28364,106595318,29692108,1137.780706
54770,106439998,29660715,1548.791964,,28365,106593831,29688320,1247.224792
54772,106473253,29787159,1706.490882,,28366,106592381,29687325,1136.001409
54773,106471170,29777322,1646.736514,,28367,106589699,29685690,1015.933978
54774,106473207,29787216,2089.525266,,28368,106589685,29682994,895.049607
54775,106434964,29822411,1441.39158,,690-2,经度,维度,32165.12944
54776,106444037,29818135,1610.150527,,28370,106590295,29679181,714.251807
54777,106447055,29818103,1787.203158,,28371,106589685,29683118,869.409702
54778,106468532,29799509,1793.676842,,28372,106589699,29685690,1026.567596
54779,106473260,29790078,1804.361053,,28373,106592377,29687323,1120.789474
54780,106475708,29782634,1834.317184,,28374,106594146,29688461,1254.736842
54781,106462601,29772683,1867.097026,,28375,106598244,29690385,1150.938285
54782,106460843,29767673,1860.097026,,28376,106602955,29693932,1393.043548
54783,106457716,29763312,1807.877447,,28377,106607043,29697034,1377.350254
54784,106456469,29756084,1931.561658,,28378,106611605,29699974,1304.589882
54785,106452802,29748630,2038.064258,,28379,106613617,29701502,1276.38231
54786,106455940,29745657,2028.748469,,28380,106613908,29703465,1320.908626
54787,106462546,29740206,1953.798867,,28381,106614329,29706453,1394.434941
54788,106467539,29739007,1556.640972,,28382,106616768,29706493,1337.454291
54790,106473248,29787165,1744.475079,,28383,106617678,29708898,1157.497839
54791,106471143,29777301,1833.790869,,28384,106618288,29711343,1197.287312
54792,106467229,29734543,1412.448004,,28386,106618521,29714614,1134.533018
54793,106466901,29729877,1082.670392,,28387,106618694,29719390,1357.539422
54794,106472045,29734012,1027.670392,,28388,106619736,29721898,1487.627111
54795,106491893,29731571,1059.048122,,28389,106622712,29725163,1302.638503
54796,106467119,29739100,1757.135174,,28390,106623963,29728009,1275.470506
54797,106456175,29745546,1808.182709,,28391,106625785,29730910,1288.858738
54798,106452902,29748560,1589.239659,,28393,106627409,29734314,1257.599743
54799,106456689,29756379,1577.187028,,28394,106626760,29739530,1288.900655
54800,106457689,29763148,1591.450186,,28395,106628894,29748619,1119.936647
54801,106461411,29767124,1608.029133,,28396,106628910,29751680,817.647869
54802,106462325,29772487,1588.404816,,28397,106629240,29756472,741.315844
54803,106475660,29782315,1628.983763,,50611,106617866,29716772,1197.418672
54804,106472925,29789802,1681.643652,,691-1,经度,维度,22935.10576
54805,106468311,29799615,1696.161151,,50612,106626725,29723521,1018.206066
54806,106447528,29817776,1683.424309,,50613,106625293,29719113,1174.303793
54807,106443944,29818112,1499.581149,,50614,106620980,29707927,1168.093267
54809,106472045,29734013,1065.521807,,50615,106611605,29699974,1073.564069
54810,106466908,29729875,1373.161955,,50616,106607043,29697034,1080.578947
54811,106467234,29734560,1563.03035,,50617,106603071,29694034,897.315789
54812,106461986,29740488,1759.86692,,50618,106600187,29690193,976.839471
54813,106471136,29777296,1649.8785,,50619,106598496,29687990,972.313156
54814,106473227,29787191,1685.343368,,50620,106596853,29687213,863.282883
54815,106434936,29822428,460.578947,,50621,106594699,29686143,740.796665
54816,106438727,29828073,699.368421,,50622,106589685,29683118,577.756502
54817,106449031,29840455,737.947368,,50624,106590295,29679181,570.040509
54818,106448668,29847121,830.473684,,50625,106629240,29756472,618.296853
54819,106456220,29855274,807.631579,,50626,106628894,29748598,1044.270603
54820,106460905,29862022,748.105263,,50627,106632494,29741984,1057.824336
54821,106465461,29864744,687.578947,,50628,106627409,29734314,934.493407
54822,106472287,29865517,611.578947,,50629,106626354,29731114,941.453769
54823,106485628,29880251,655.263158,,50630,106626630,29725264,654.464774
54824,106507724,29903635,358.473684,,50631,106589698,29685770,750.084176
54826,106499772,29876019,363.578947,,50632,106592382,29687325,926.009422
54827,106507724,29903635,619.526316,,50633,106619354,29703743,1218.19853
54828,106485628,29880251,690.842105,,50634,106623240,29713731,988.904833
54829,106472287,29865517,695,,50636,106626412,29729926,1255.885636
54830,106465461,29864744,762.578947,,50637,106626805,29737092,660.063385
54831,106460905,29862022,838.052632,,50638,106628911,29752147,772.064916
54832,106456220,29855274,888.052632,,691-2,经度,维度,24211.68713
54833,106448668,29847121,721.578947,,50639,106589685,29683118,807.645355
54834,106449031,29840455,736.842105,,50640,106594146,29688461,985.592724
54835,106438727,29828073,459.263158,,50641,106598784,29690638,1111.924144
54837,106472994,29789862,233.789474,,50642,106603071,29694034,976.88138
54838,106475708,29782634,198.578947,,50643,106607043,29697034,1167.529141
54839,106468311,29799615,236.157895,,50644,106611605,29699974,1190.422396
54840,106447055,29818103,239.315789,,50645,106619363,29703766,986.27934
54841,106444037,29818135,220.157895,,50646,106620980,29707927,1161.558233
54842,106486347,29781791,180.315789,,50647,106626725,29723521,1241.31795
54843,106491046,29778207,155.526316,,50648,106626635,29725139,960.461756
54844,106435038,29822366,185.894737,,50649,106626492,29727999,920.82553
54846,106492273,29774227,170.894737,,50650,106626370,29730777,1024.644383
54847,106473271,29787135,203.552605,,50651,106630111,29739338,1286.580247
54848,106381340,29874035,327.315789,,50652,106633644,29742528,1210.760804
54849,106387787,29864370,318.684211,,50653,106634723,29743985,1212.121234
54850,106391558,29866343,335.315789,,50654,106628894,29748598,1158.036715
54851,106395823,29866465,358.210526,,50655,106629240,29756472,1104.479513
54852,106401345,29863173,376.631579,,50656,106628932,29759721,591.740505
54853,106406066,29862695,378.578947,,50658,106628910,29751696,879.112224
54854,106412901,29858194,411,,50659,106625308,29719153,1115.729374
54855,106413370,29845961,369.210526,,50660,106623903,29715479,1185.896898
54856,106415520,29841421,388.157895,,50661,106592419,29687340,967.976776
54857,106414543,29836258,381.210526,,50662,106589699,29685691,964.170504
54858,106419348,29834837,422.105263,,692-1,经度,维度,10909.38271
54859,106424968,29835164,372.473684,,50663,106628266,29713101,399.675045
54860,106430025,29833175,351.789474,,50664,106630262,29719745,413.025893
54861,106430289,29828219,325.052632,,50665,106626721,29723636,683.0469
54862,106434964,29822411,244.368421,,50666,106626635,29725139,689.204794
54863,106383617,29864885,306.526316,,50667,106626492,29727999,720.779847
54864,106383617,29864885,198.842105,,50668,106626370,29730777,837.49595
54865,106382635,29868738,278.315789,,50669,106630111,29739338,697.559719
54866,106382700,29868543,137.052632,,50670,106633795,29741130,671.618306
54867,106381340,29874146,119.157895,,50671,106637957,29741214,602.994051
54868,106385965,29863974,324.736842,,50672,106640592,29743577,688.064273
54869,106361232,29852915,243.947368,,50673,106644794,29750668,773.853747
54870,106356886,29847187,172.842105,,50674,106646686,29757279,723.550452
54873,106430095,29827972,209.526316,,50675,106648205,29761669,518.096335
54874,106430097,29833106,288.122789,,50676,106659685,29758556,464.412124
54875,106424275,29835007,317.754368,,50677,106659685,29758556,417.991072
54876,106419449,29834827,307.701737,,50678,106663201,29758975,392.043703
54877,106414620,29836096,337.017526,,50679,106654854,29762423,404.623165
54878,106414997,29842255,646.403473,,50680,106658424,29772818,317.011623
54879,106413317,29845875,639.614,,50682,106668738,29777672,482.440975
54880,106412566,29858376,624.29821,,50683,106628876,29722136,11.894737
54881,106405185,29862699,616.456105,,692-2,经度,维度,8441.361952
54882,106399486,29866307,589.140315,,50684,106658424,29772818,254.656831
54883,106395823,29866465,588.929789,,50685,106626354,29731114,316.507108
54884,106390977,29866317,410.403473,,50686,106626630,29725264,680.437141
54885,106342211,29848393,254.894737,,50687,106626725,29723521,659.933441
54886,106356772,29847113,356.736842,,50688,106624933,29718186,542.30857
54887,106361657,29853221,393.052632,,50690,106654854,29762423,332.770266
54888,106381341,29873763,284.368421,,50691,106659946,29758593,298.086055
54889,106382712,29868395,158.473684,,50692,106659946,29758593,379.138687
54890,106382712,29868395,305.421053,,50693,106663836,29759048,344.24395
54891,106383504,29865153,194.789474,,50694,106648045,29761391,621.895959
54892,106384218,29864487,329.947368,,50695,106646693,29757677,688.223952
54893,106386034,29864020,293.473684,,50696,106644938,29750905,640.223926
54894,106387043,29864184,354.666631,,50697,106640688,29743750,651.114631
54895,106384404,29791680,5371.150527,,50698,106638106,29741260,666.037646
54896,106375763,29779506,5373.141474,,50699,106634003,29741015,708.488361
54897,106375693,29779366,5371.989811,,50700,106626848,29739637,657.295428
54898,106384400,29791676,5812.817152,,693-1,经度,维度,6747.073535
54899,106367450,29768264,750.419736,,43952,106620935,29704988,54.182168
54900,106358854,29758635,939.524999,,43953,106618895,29702520,770.008884
54901,106349625,29749728,1067.472367,,43954,106645847,29699383,743.798358
54902,106343681,29742881,986.840789,,43955,106649483,29694881,724.85099
54903,106331870,29734914,1004.89342,,43956,106659247,29695038,692.85099
54904,106320707,29720207,1042.367104,,43957,106664373,29688765,656.85099
54905,106319960,29716753,1146.735525,,43958,106666678,29686953,594.903621
54906,106313360,29695352,1194.261841,,43959,106667384,29681979,581.903621
54908,106365667,29765911,866.577631,,43960,106665372,29677811,570.903621
54909,106362977,29762397,890.051315,,43961,106666574,29673699,558.956253
54910,106312041,29687495,1095.20921,,43962,106663597,29669034,514.008884
54911,106311130,29685060,1022.261841,,43963,106661168,29663450,283.855155
54912,106303226,29676187,1037.5866,,693-2,经度,维度,8691.091085
54913,106312033,29687473,1347.955021,,43965,106659656,29661591,374.986829
54914,106313368,29694176,1322.797126,,43966,106661168,29663450,662.01146
54915,106319962,29716872,1292.533968,,43967,106663597,29669034,724.01146
54916,106320664,29720137,1329.955021,,43968,106666574,29673699,738.01146
54917,106331970,29734970,1363.5866,,43969,106665372,29677811,756.01146
54918,106343645,29742787,1468.323442,,43970,106667384,29681979,773.01146
54919,106349480,29749486,1229.854613,,43971,106666678,29686953,831.160441
54920,106359029,29758670,1156.117771,,43972,106664373,29688765,904.897283
54921,106311141,29685089,1116.639231,,43973,106659247,29695038,947.160441
54922,106365672,29765918,995.434774,,43974,106649483,29694881,930.840667
54924,106362977,29762397,1081.380928,,43975,106645847,29699383,907.130316
54925,106386211,29730684,1142.421053,,43976,106619363,29703766,141.857808
54926,106386431,29725771,1155.736842,,694-1,经度,维度,799.411713
54927,106386191,29730731,1337.657361,,56750,106628266,29713101,182.382849
54928,106371398,29740812,1497.044135,,56751,106604395,29712768,190.872298
54930,106382515,29869012,2938.894737,,56752,106609598,29715006,142.398614
54931,106383524,29865106,3218.157895,,56753,106609669,29717899,149.70532
54932,106387787,29864370,3297.157895,,56754,106609727,29721002,48.631579
54933,106391558,29866343,3651.578947,,56755,106628518,29722141,46.263158
54934,106395823,29866465,3948.421053,,56756,106630270,29719779,39.157895
54935,106401345,29863173,3929.684211,,694-2,经度,维度,806.714313
54936,106406066,29862695,3834.157895,,56757,106630270,29719779,119.664481
54937,106412901,29858194,3999.631579,,56759,106599528,29712776,152.101393
54938,106415520,29841421,3975.526316,,56760,106628518,29722141,145.943629
54939,106414543,29836258,4013.789474,,56761,106609727,29721002,128.304836
54940,106419348,29834837,3767.684211,,56762,106609669,29717899,94.626616
54941,106424968,29835164,2597.052632,,56763,106609598,29715006,56.461508
54942,106430025,29833175,3202.526316,,56764,106604395,29712768,109.61185
54943,106430289,29828219,3095.736842,,695-1,经度,维度,41936.02391
54944,106434964,29822411,2463.157895,,36045,106614357,29706633,1976.047995
54945,106421033,29833431,3093.947368,,36046,106615910,29709050,2086.205889
54946,106413322,29845883,3632.368421,,36050,106623963,29728009,1958.739954
