,,,上客,,,,,下客
43080,106538607,29403712,27,,55890,106626028,29374270,3.578947
43081,106539449,29403432,27.736842,,55891,106619838,29381235,39.052632
43082,106538466,29394628,27.631579,,55892,106609088,29384465,288.196845
43083,106537145,29388522,25.526316,,55893,106608380,29389856,153.565896
43084,106535891,29382715,17.526316,,55894,106603781,29390177,152.618527
43087,106533521,29371797,18,,55895,106599428,29397003,520.280704
43088,106527960,29379246,22.263158,,55896,106596223,29406787,561.170534
43089,106535891,29382715,31.684211,,55897,106595065,29408608,266.305079
43090,106537145,29388522,31.842105,,55898,106594537,29411892,242.147185
43091,106538466,29394628,31.842105,,55899,106594878,29415232,206.831395
43092,106539449,29403432,32.263158,,55900,106593926,29418503,161.08579
43093,106538607,29403712,33.736842,,312-2,经度,维度,6376.061681
43094,106534324,29404767,33.631579,,55904,106767837,29325654,0
43095,106534322,29409396,32.210526,,55905,106747570,29281648,0.421053
43096,106534321,29415864,27.631579,,55906,106726837,29279781,6.052632
43097,106533002,29421009,8.526316,,55907,106701011,29298579,585.013815
43098,106531507,29417676,6.473684,,55908,106593926,29418503,630.803289
43209,106455366,29653671,28.526316,,55909,106594537,29411892,6.473684
43210,106454649,29658310,22.263158,,55910,106678815,29305143,6.473684
43212,106456510,29661238,111.578947,,55911,106676935,29310620,6.473684
43213,106454649,29658310,124.368421,,55912,106678785,29317647,6.473684
43216,106435675,29600043,1153.493686,,55913,106676316,29326955,8.578947
43217,106436094,29595066,1267.608144,,55914,106647248,29348223,68.315789
43218,106435848,29591677,1381.442444,,55915,106626028,29374270,109.473684
43219,106440591,29589378,1386.836469,,55916,106619838,29381235,511.031571
43220,106442181,29580363,1406.674996,,55917,106609088,29384465,369.589819
43221,106441891,29573615,1217.011946,,55918,106608380,29389856,369.589819
43222,106441464,29570873,1295.964833,,55919,106603781,29390177,910.254843
43223,106441648,29568420,1350.079176,,55920,106599428,29397003,1019.462354
43224,106443502,29564347,1150.804606,,55921,106596223,29406787,635.750658
43225,106438739,29561123,1192.139335,,55922,106595065,29408608,616.4875
43226,106435692,29557466,1180.877603,,55923,106594878,29415232,509.341172
43227,106435384,29553662,1186.312599,,313-1,经度,维度,47269.76864
43228,106437142,29553107,1121.914405,,53338,经度,维度,2052.81891
43229,106439517,29552773,1178.814426,,53339,106571146,29523541,2240.222933
43230,106443287,29552407,1164.207799,,53340,106570923,29513972,2140.830893
43231,106446992,29552002,1124.339614,,53341,106570374,29507973,2250.170244
43232,106450637,29549264,1084.299604,,53342,106569414,29502304,2119.17843
43233,106452965,29538994,944.264779,,53343,106570138,29497814,2088.726015
43234,106450589,29533228,1150.81188,,53344,106569911,29493504,1917.954846
43235,106453596,29521427,1335.390022,,53345,106568152,29488880,1896.614164
43236,106461853,29522359,1130.041354,,53346,106564417,29483097,1943.145676
43237,106470069,29524149,1038.930671,,53347,106560993,29479882,1858.802391
43238,106471970,29526327,933.002113,,53348,106561629,29533926,1767.987654
43239,106476554,29530937,1125.626141,,53349,106558881,29470122,1802.376321
43240,106482980,29528124,1582.685416,,53350,106557293,29464123,1833.639048
43241,106484703,29525017,1800.958831,,53351,106553429,29463023,1864.289137
43242,106491515,29519177,1756.724539,,53352,106547506,29465368,1405.103269
43243,106496416,29519222,1605.135736,,53353,106541062,29467891,1090.966252
43244,106500073,29518813,1516.903265,,53354,106539375,29466862,1293.599907
43245,106508353,29515091,1276.898926,,53355,106539252,29458998,1378.199348
43246,106518549,29511759,674.148818,,53356,106538801,29455288,1651.735604
43247,106523010,29510986,309.084,,53357,106532115,29457399,1497.74521
43307,106295766,29601271,957.620852,,53358,106524120,29462677,1452.788507
43308,106306144,29601245,1606.173356,,53359,106521395,29464377,1362.87739
43309,106321174,29624492,1259.523879,,53360,106518718,29463882,663.860777
43310,106330314,29621900,910.308371,,53361,106566717,29554896,1515.427841
43311,106335729,29621723,1273.932195,,53362,106561714,29553282,1670.722394
43312,106367625,29601846,1098.122533,,53363,106560212,29539042,1830.222631
43313,106371103,29601500,1183.772932,,53365,106519607,29464885,1349.233795
43314,106381876,29597494,1185.122202,,53366,106526910,29460834,1330.529055
43315,106484776,29524658,1227.95585,,313-2,经度,维度,36071.59368
43316,106491515,29519177,1391.082745,,32678,106558325,29465618,1706.231972
43317,106496416,29519222,1343.109223,,32679,106552191,29463509,1839.930632
43318,106500073,29518813,1548.277697,,32680,106547515,29465364,1896.011601
43319,106508329,29515117,1208.524581,,32681,106541003,29467914,1403.427099
43320,106512549,29510051,1602.258328,,32682,106539382,29467253,1019.943918
43321,106514900,29506425,1776.284798,,32683,106539300,29459560,1007.772984
43322,106518023,29502725,1654.733239,,32684,106538994,29455307,1049.139902
43323,106522760,29502185,1858.855444,,32685,106533359,29456580,1347.921122
43324,106535452,29495577,1384.973649,,32686,106527495,29460448,1357.215895
43325,106538458,29493778,598.529535,,32687,106520833,29464408,1220.848709
43335,106538657,29468449,488.042229,,32688,106518906,29463962,992.335235
43336,106541003,29467914,750.843851,,32689,106571779,29557263,323.906786
43337,106544797,29463108,679.169418,,32691,106566735,29553856,1486.431387
43338,106542277,29456471,768.448758,,32692,106560222,29539208,1707.536603
43339,106539642,29456802,1028.103831,,32693,经度,维度,3360.864494
43340,106544763,29455171,1089.428268,,32694,经度,维度,1581.462547
43341,106549834,29453636,1024.260961,,32695,106571123,29523565,1564.06207
43342,106548243,29444896,814.484007,,32696,106570984,29514166,1470.340837
43343,106545301,29441290,956.852428,,32697,106570393,29507848,1453.866017
43344,106542564,29442937,861.516741,,32698,106569423,29502053,1371.794941
43345,106537932,29443560,489.584001,,32699,106570183,29497570,1316.378221
43346,106531768,29442958,488.531369,,32700,106568157,29488903,1312.928255
43347,106529821,29442966,438.847159,,32701,106565085,29483695,1379.24506
43348,106528971,29441750,225.736842,,32702,106558777,29472795,1379.924605
43349,106527148,29438749,196.842105,,32703,106558931,29469280,1522.072792
43351,106528437,29437422,76.105263,,314-1,经度,维度,17291.72285
43352,106527148,29438749,113.210526,,56421,106571055,29425231,1975.542659
43353,106528971,29441750,330.359498,,56422,106575291,29426105,1920.637389
43354,106529821,29442966,462.622656,,56423,106570927,29513986,1912.95771
43355,106531768,29442958,615.570025,,56424,106550797,29451383,2262.767205
43356,106537932,29443560,902.763713,,56425,106583911,29422911,1875.559496
43357,106542564,29442937,972.513342,,56426,106605185,29386366,1230.457076
43358,106545301,29441290,994.881763,,56427,106647311,29348088,25.052632
43359,106549164,29446179,912.68478,,56428,106676239,29327011,2.631579
43360,106549834,29453636,1100.936674,,56429,106678925,29305049,4.631579
43361,106544763,29455171,1083.026954,,56430,106700765,29298901,4.631579
43362,106542277,29456471,951.747615,,56431,106727355,29279841,3.263158
43363,106544797,29463108,824.284009,,56432,106747523,29281652,2
43364,106541003,29467914,648.302738,,56433,106788977,29249058,2
43366,106547557,29465348,913.800579,,56435,106565922,29531814,1748.217975
43367,106552191,29463509,986.12234,,56436,106547079,29436169,2102.038336
43369,106549180,29446202,702.562737,,56437,106551215,29433581,2108.038336
43370,106546720,29440872,693.564738,,56438,106561979,29430371,101.296144
43371,106547069,29436173,734.998356,,56439,106608439,29383542,0
43372,106551191,29433577,725.577303,,56440,106859155,29306211,0
43373,106562068,29430259,724.187893,,56441,106830120,29299456,2
43374,106577188,29425211,813.417873,,56442,106821557,29267204,4
43375,106583911,29422911,980.31032,,56443,106798340,29251260,4
43376,106586708,29425969,992.99453,,314-2,经度,维度,43660.87743
43377,106592545,29430522,1068.979235,,56444,106571055,29425231,2952.804581
43378,106596075,29431632,1057.870603,,56445,106575291,29426105,2808.808305
43379,106606594,29443759,927.660077,,56446,106789232,29249005,2119.275341
43398,106547493,29465373,774.050433,,56447,106747257,29281678,14.578947
43399,106539382,29467253,1066.046801,,56448,106726790,29279795,14.578947
43400,106539300,29459560,1057.499769,,56449,106700769,29298897,14.157895
43401,106539642,29456802,1127.259902,,56450,106678825,29305134,15.526316
43402,106537741,29450410,1101.667837,,56451,106676159,29327066,17.105263
43403,106536927,29447556,987.945349,,56452,106647169,29348390,17.105263
43404,106535304,29441732,664.726226,,56453,106605056,29386671,6
43407,106531828,29430768,69.157895,,56454,106577064,29425266,174.631579
43408,106528613,29429886,67.263158,,56455,106550797,29451382,2600.342737
43409,106526041,29426326,64.947368,,56456,106570988,29514179,2212.274805
43410,106523574,29427119,54.631579,,56457,106886706,29287714,2190.892031
43412,106523733,29420907,54.578947,,56459,106865050,29295008,0
43413,106524213,29420281,54.578947,,56460,106859169,29306444,0
43435,106599427,29530956,202.669023,,56461,106832484,29299060,0
43436,106597338,29526235,207.87955,,56462,106797622,29251171,11
43437,106594435,29522893,107.452484,,56463,106608655,29383437,57.526316
43438,106593024,29520646,76.308786,,56464,106603864,29390065,1288.141458
43439,106591616,29515579,72.230638,,56465,106599398,29397500,1645.319925
43440,106587408,29509120,39.387445,,56466,106595942,29406901,1760.673887
43441,106587302,29498538,43.987961,,56467,106594732,29412163,1754.942285
43442,106585886,29494970,42.93533,,56468,106595065,29408864,1735.415969
43443,106586518,29490337,39.052536,,56469,106594752,29415471,1789.363337
43444,106588075,29489804,34.337359,,56470,106593950,29418473,1821.766757
43445,106587530,29485313,40.653148,,56471,106588348,29418911,1825.199119
43447,106583081,29477028,12.54423,,56472,106586673,29420320,2138.066607
43448,106587530,29485313,27.070545,,56473,106585050,29422165,2163.329764
43449,106588075,29489804,38.920402,,56474,106561967,29430387,2871.781633
43450,106586518,29490337,42.872904,,56475,106550801,29433465,3004.05767
43451,106585886,29494970,55.499759,,56476,106547202,29436792,2539.299739
43452,106587302,29498538,58.735541,,56477,106546722,29440832,2096.910952
43453,106587408,29509120,64.500576,,319-1,经度,维度,52135.41588
43454,106591616,29515579,69.711102,,56929,106565085,29483695,1494.888558
43455,106593024,29520646,72.184787,,56930,106558880,29470141,2070.130002
43456,106594435,29522893,68.921629,,56931,106557280,29464105,2251.13457
43457,106597338,29526235,63.921629,,56932,106552191,29463509,2289.184624
43458,106599427,29530956,48.948595,,56933,106547497,29465372,1953.767354
43527,106615408,29587846,76.512656,,56934,106541003,29467914,1851.02638
43528,106613955,29587201,131.949968,,56935,106537293,29468903,1818.775926
43529,106612968,29588172,136.096967,,56936,106534572,29469462,1687.31133
43530,106609587,29589378,188.987485,,56937,106529541,29468881,1747.471433
43531,106612012,29592254,188.987485,,56938,106525925,29469721,1911.487052
43532,106612329,29594882,230.79673,,56939,106561009,29479900,1871.071852
43533,106607204,29596774,236.228296,,56940,106545946,29553543,1472.228936
43534,106604937,29592944,225.839006,,56941,106555702,29553338,1441.690971
43535,106601641,29590209,151.82723,,56942,106560222,29539208,2002.174835
43537,106583081,29477028,391.992265,,56943,106561629,29533926,1604.164308
43538,106580618,29471997,449.360686,,56944,经度,维度,1577.16954
43539,106584105,29467729,468.571213,,56945,106571123,29523565,1808.045036
43540,106580229,29461808,587.246554,,56946,106570984,29514166,1815.508551
43541,106575279,29462082,674.533209,,56947,106570393,29507848,1614.153328
43542,106571291,29456743,552.969868,,56948,106569423,29502053,1740.52534
43543,106568418,29450666,532.926159,,56949,106570183,29497570,1700.469665
43544,106565374,29444870,580.768264,,56950,106569975,29493679,1726.725018
43545,106563508,29439703,604.505106,,56951,106568157,29488903,1577.446186
43546,106562827,29434085,546.820896,,56952,106531995,29579236,1581.547117
43547,106562068,29430259,594.09432,,56953,106530925,29573857,1858.936012
43548,106551191,29433577,553.725899,,56954,106533563,29569377,1745.477512
43550,106547143,29438159,124.532287,,56955,106539923,29564479,1863.062806
43551,106551191,29433577,516.380364,,56956,106540972,29559385,1318.14184
43552,106562827,29434085,637.696153,,56957,106510168,29476048,1472.826459
43553,106563508,29439703,633.327732,,56959,106513812,29475298,1268.873334
43554,106565374,29444870,623.380364,,319-2,经度,维度,48966.34444
43555,106568418,29450666,599.896957,,56960,106558929,29469319,1974.77899
43556,106571291,29456743,649.376512,,56961,106558774,29472665,1933.794784
43557,106575279,29462082,585.850196,,56962,106560993,29479882,1844.054799
43558,106580229,29461808,489.008091,,56963,106568152,29488880,1807.406168
43559,106584105,29467729,471.692302,,56964,106570138,29497814,1789.783859
43560,106580618,29471997,425.376512,,56965,106569414,29502304,1875.607905
43562,106323886,29304928,243.947368,,56966,106570374,29507973,1880.648871
43563,106327087,29306216,299.473684,,56967,106570923,29513972,1613.337403
43564,106329827,29308741,478.842105,,56968,106571146,29523541,1538.741286
43565,106325065,29313443,579.526316,,56969,经度,维度,1540.351825
43566,106324904,29327505,731.315789,,56970,106563253,29532109,2215.375812
43568,106284213,29345376,261,,56971,106560212,29539042,1912.879123
43570,106275836,29356078,287.052632,,56972,106558011,29553201,1807.096513
43571,106284213,29345376,368.947368,,56973,106550080,29554172,1664.983156
43573,106324904,29327505,555.421053,,56974,106540687,29559709,1735.167404
43574,106325065,29313443,474.473684,,56975,106532767,29571389,1636.313408
43575,106325105,29310900,310.315789,,56976,106525449,29582619,432.235732
43576,106325100,29306871,254.105263,,56978,106523774,29585164,1657.18044
43578,106479775,29477950,495.391957,,56979,106525925,29469721,1772.895719
43579,106478429,29474626,801.601092,,56980,106529541,29468881,1862.252038
43580,106477995,29472649,669.722751,,56981,106565131,29483736,1778.918942
43581,106473747,29473785,878.590027,,56982,106533648,29469593,1751.057354
43582,106471956,29474767,1208.171592,,56983,106537458,29468870,1745.92551
43583,106462659,29469346,1223.432318,,56984,106541062,29467891,2082.717888
43584,106462079,29466597,640.599145,,56985,106547506,29465368,2067.170245
43585,106459281,29461112,490.170476,,56986,106552153,29463524,2131.72425
43586,106461023,29457785,73.440721,,56987,106558333,29465630,1188.710933
43589,106461023,29457785,405.256814,,56988,106513862,29475253,1725.234079
43590,106459281,29461112,682.276755,,322-1,经度,维度,17187.44552
43591,106462079,29466597,1092.782789,,4780,106545752,29562661,702.150791
43592,106462659,29469346,1251.592723,,4781,106550962,29565758,870.838602
43593,106471956,29474767,971.647313,,4782,106553152,29566707,788.30938
43594,106473747,29473772,751.771047,,4783,106558469,29565923,926.678211
43595,106478281,29472803,604.705422,,4784,106565912,29562349,941.541487
43596,106481236,29475289,524.336456,,4785,106569449,29562280,854.066725
43733,106558181,29584319,745.87086,,4786,106570225,29557958,614.691272
43734,106550044,29587202,850.112319,,4787,106566717,29554896,1064.113599
43735,106543963,29587661,946.057113,,4788,106560212,29539042,1161.827851
43736,106541077,29588574,981.174992,,4789,106561629,29533926,1061.295797
43737,106535073,29591199,927.537233,,4790,106559875,29531838,852.221744
43738,106531112,29591351,906.568457,,4791,106557970,29526645,885.678847
43739,106528724,29599024,1083.073957,,4792,106555702,29526046,982.178942
43740,106527460,29607678,1230.996377,,4793,106548110,29523750,1069.878306
43741,106525495,29612994,1209.067251,,4794,106545913,29520796,965.256828
43742,106523851,29622906,970.178601,,4795,106544803,29514654,1128.654118
43743,106526920,29624399,928.909881,,4796,106551812,29511311,1039.756798
43744,106531367,29627041,997.031971,,4797,106553975,29507827,874.298932
43745,106534910,29630339,957.313502,,53486,106542684,29561330,404.007293
43746,106537672,29629709,971.160559,,322-2,经度,维度,20951.12652
43748,106542728,29642114,974.376284,,53460,106550863,29565782,889.562682
43750,106555795,29659709,810.283334,,53461,106554480,29567127,873.822726
43751,106556490,29664329,788.55739,,53462,106560513,29564941,892.385726
43752,106556778,29668280,768.9684,,53463,106565095,29564382,781.14873
43753,106558557,29675218,793.150977,,53464,106571240,29557258,845.137707
43754,106560247,29677766,806.572278,,53465,106566735,29553856,1012.62132
43785,106465433,29587094,26.980882,,53466,106561714,29553282,1089.230675
43786,106464147,29588755,228.991993,,53467,106560222,29539208,1039.395064
43787,106469286,29583584,316.965622,,53468,106563578,29535174,923.358473
43789,106477568,29582576,305.7707,,53469,106568239,29527834,678.738985
43790,106479499,29578047,299.500577,,53470,106561652,29526147,473.953581
43791,106481183,29572848,199.33892,,53471,106556347,29531160,947.947598
43793,106487703,29572115,363.897912,,53472,106550873,29531290,1047.259542
43794,106481183,29572848,356.82347,,53473,106543911,29527802,963.424573
43795,106479499,29578047,357.147852,,53474,106546280,29523554,1067.146868
43796,106479186,29581308,407.457032,,53475,106546013,29521140,1082.150519
43797,106476884,29582654,300.690078,,53476,106544577,29514704,1012.022532
43798,106471881,29583244,270.993594,,53477,106551812,29511311,951.186735
43799,106469286,29583584,192.440938,,53478,106554014,29506501,867.661944
43825,106633098,29774204,699.795792,,53479,106554026,29505750,286.42059
43826,106623131,29755362,840.702306,,53481,106551541,29501884,986.540602
43827,106626818,29737049,1014.5351,,53482,106545053,29528802,852.975462
43828,106625785,29730910,831.016932,,53483,106569501,29562286,879.338466
43829,106623963,29728009,847.069563,,53484,106541629,29563492,507.695415
43830,106622720,29725165,943.846479,,325-1,经度,维度,26673.83554
43831,106619623,29721464,892.551456,,22308,106565922,29531814,740.066803
43832,106617011,29716232,919.506357,,22309,106558310,29531180,865.249771
43833,106616779,29713621,942.032673,,22310,106557970,29526645,628.704715
43834,106616692,29711058,986.61162,,22311,106556894,29526063,1015.788935
43835,106614329,29706453,926.822147,,22312,106546341,29552335,923.713603
43836,106613656,29701761,793.122071,,22313,106542808,29549968,1147.087863
43837,106612095,29700047,776.190885,,22314,106539559,29548576,1235.020391
43838,106606449,29696559,775.403414,,22315,106527439,29541589,1132.66671
43839,106603071,29694034,602.842105,,22316,106518077,29536785,1323.377975
43840,106600187,29690193,745.405494,,22317,106510270,29532670,1295.346208
43841,106604179,29683285,839.659212,,22318,106508827,29529831,1352.73593
43842,106608098,29676261,796.879397,,22319,106504160,29524229,1302.860702
43843,106610926,29671766,560.583875,,22320,106500375,29520581,1092.818638
43844,106606977,29669496,548.902518,,22321,106496711,29519448,1165.935213
43845,106610120,29664776,643.395441,,22322,106491525,29519176,1570.058525
43846,106611125,29655607,639.290178,,22323,106484699,29525024,1517.801877
43847,106599470,29650796,695.741252,,22324,106480992,29530137,1205.862344
43848,106596300,29646669,683.822355,,22325,106471964,29526314,1193.208413
43849,106593045,29645228,761.151105,,22326,106470069,29524149,1124.185274
43850,106583286,29642304,929.714166,,22327,106461853,29522359,1435.327675
43853,106583286,29642304,611.245931,,22328,106457815,29512913,1179.783735
43854,106593045,29645228,633.391624,,22329,106451679,29509458,1062.782529
43855,106596300,29646669,658.268111,,22330,106446839,29505517,964.449766
43856,106599470,29650796,638.283978,,22331,106447267,29498527,199.001943
43857,106613000,29660581,684.245121,,325-2,经度,维度,30910.52665
43858,106610120,29664776,788.981355,,30023,106445017,29495163,905.154138
43859,106606977,29669496,751.989624,,30025,106446288,29496226,117.120101
43860,106610926,29671766,887.278088,,30026,106447212,29498778,687.860784
43861,106608098,29676261,885.666611,,30027,106446874,29505854,1176.185779
43862,106605830,29679183,784.917552,,30028,106451679,29509458,1343.366988
43863,106604179,29683285,742.079979,,30029,106457513,29512939,1451.915344
43864,106600187,29690193,697.011687,,30030,106461853,29522359,1600.348911
43865,106603071,29694034,767.201736,,30031,106468091,29523556,1414.647417
43866,106606449,29696559,801.554197,,30032,106471960,29526306,1331.873486
43867,106612095,29700047,814.319544,,30033,106476703,29531100,1207.148972
43868,106613656,29701761,984.477459,,30034,106482718,29528451,1346.079371
43869,106614329,29706453,1046.762717,,30035,106484699,29525024,1670.873466
43870,106616692,29711058,1043.680111,,30036,106504854,29524727,1124.80906
43871,106616779,29713621,1068.469585,,30037,106507744,29528271,1303.892785
43872,106617011,29716232,1056.479138,,30038,106512616,29534178,1244.299416
43873,106619623,29721464,1124.246179,,30039,106518077,29536785,1315.8263
43874,106622720,29725165,1019.503796,,30040,106526987,29541054,1377.239978
43875,106623963,29728009,874.736799,,30041,106539880,29548715,1557.000647
43876,106625785,29730910,847.529372,,30042,106542808,29549968,1496.318411
43877,106627409,29734314,570.290116,,30043,106548190,29553603,1318.683695
43878,106623048,29754758,359.045961,,53526,106491543,29519175,1559.221019
43880,106620935,29704988,3.578947,,53527,106496422,29519222,1437.345179
43881,106618900,29702535,22.315789,,53528,106500909,29520948,879.653591
43882,106623294,29698953,21.473684,,53529,106556873,29526063,1026.006925
43883,106626449,29697167,8.842105,,53530,106561628,29526146,1017.654882
43885,106628647,29695880,173.19096,,326-1,经度,维度,12021.34883
43886,106626449,29697167,179.506749,,43336,106538657,29468449,488.042229
43887,106623294,29698953,179.927802,,43337,106541003,29467914,750.843851
43888,106619363,29703766,46.944639,,43338,106544797,29463108,679.169418
43951,106620935,29704988,54.182168,,43339,106542277,29456471,768.448758
43952,106618895,29702520,770.008884,,43340,106539642,29456802,1028.103831
43953,106645847,29699383,743.798358,,43341,106544763,29455171,1089.428268
43954,106649483,29694881,724.85099,,43342,106549834,29453636,850.53264
43955,106659247,29695038,692.85099,,43343,106548243,29444896,814.484007
43956,106664373,29688765,656.85099,,43344,106545301,29441290,956.852428
43957,106666678,29686953,594.903621,,43345,106542564,29442937,861.516741
43958,106667384,29681979,581.903621,,43346,106537932,29443560,489.584001
43959,106665372,29677811,570.903621,,43347,106531768,29442958,488.531369
43960,106666574,29673699,558.956253,,43348,106529821,29442966,438.847159
43961,106663597,29669034,514.008884,,43349,106528971,29441750,225.736842
43962,106661168,29663450,283.855155,,43350,106527148,29438749,196.842105
43964,106659656,29661591,374.986829,,53531,106550782,29451327,1024.260961
43965,106661168,29663450,662.01146,,53532,106549158,29446170,870.124221
43966,106663597,29669034,724.01146,,326-2,经度,维度,11129.91549
43967,106666574,29673699,738.01146,,43352,106528437,29437422,76.105263
43968,106665372,29677811,756.01146,,43353,106527148,29438749,113.210526
43969,106667384,29681979,773.01146,,43354,106528971,29441750,330.359498
43970,106666678,29686953,831.160441,,43355,106529821,29442966,462.622656
43971,106664373,29688765,904.897283,,43356,106531768,29442958,615.570025
43972,106659247,29695038,947.160441,,43357,106537932,29443560,902.763713
43973,106649483,29694881,930.840667,,43358,106542564,29442937,972.513342
43974,106645847,29699383,907.130316,,43359,106545301,29441290,994.881763
43975,106619363,29703766,141.857808,,43360,106549164,29446179,1140.905935
44038,106574362,29663601,610.331807,,43361,106549834,29453636,1100.936674
44039,106574526,29659503,1471.149543,,43362,106544763,29455171,1083.026954
44040,106571173,29646491,1793.19991,,43363,106542277,29456471,951.747615
44041,106563967,29645900,2086.003853,,43364,106544797,29463108,824.284009
44042,106559463,29651077,2090.545452,,43365,106541003,29467914,648.302738
44043,106553852,29652801,2462.230911,,53533,106550789,29451352,912.68478
44047,106478809,29640523,1618.34771,,327-1,经度,维度,16338.15594
44048,106474786,29636575,1443.669749,,43367,106547557,29465348,913.800579
44051,106482294,29632362,251.316648,,43369,106552191,29463509,712.124526
44052,106474956,29631696,969.879078,,43370,106549180,29446202,702.562737
44053,106474749,29636432,1548.265488,,43371,106546720,29440872,693.564738
44054,106478952,29640521,2212.637475,,43372,106547069,29436173,734.998356
44055,106498539,29645903,2224.149782,,43373,106551191,29433577,725.577303
44056,106506606,29647626,2154.465572,,43374,106562068,29430259,706.817181
44057,106521919,29651458,2322.134129,,43375,106577188,29425211,813.417873
44059,106536220,29648700,2442.056632,,43376,106583911,29422911,980.31032
44062,106553648,29651818,2285.820044,,43377,106586708,29425969,992.99453
44063,106559463,29651077,2175.597558,,43378,106592545,29430522,1068.979235
44064,106563967,29645900,1535.434564,,43379,106596075,29431632,1037.923234
44065,106571173,29646491,1187.582662,,43380,106606594,29443759,927.660077
44066,106574516,29659723,729.707314,,53534,106555221,29461150,986.12234
44067,106574362,29663601,491.605917,,53535,106550784,29451334,811.975396
44111,106617046,29671240,1168.760131,,53542,106575291,29426105,704.503682
44112,106610799,29672105,1301.861263,,53543,106571055,29425231,724.187893
44113,106607698,29676761,1326.322589,,53586,106601413,29436998,1042.76534
44114,106605830,29679183,1028.519386,,53587,106598795,29434888,1057.870603
44115,106609116,29685241,1021.917613,,327-2,经度,维度,20122.05284
44117,106612430,29690347,1076.18077,,53564,106571055,29425231,1000.112228
44118,106612724,29692992,1117.970244,,53565,106575291,29426105,994.112228
44119,106613393,29699371,951.947368,,53567,106611272,29448141,926.649105
44120,106616508,29701291,1047.105263,,53568,106606594,29443759,1130.549325
44121,106616700,29703894,991.684211,,53569,106596075,29431632,1167.119456
44122,106616713,29706347,951.894737,,53570,106592545,29430522,1032.20113
44123,106617678,29708898,998.157895,,53571,106586708,29425969,1063.864132
44124,106618288,29711343,936.684211,,53572,106583911,29422911,978.480649
44134,106618111,29711056,1031.044203,,53573,106577188,29425211,1115.322754
44135,106617678,29708898,1087.538101,,53574,106562068,29430259,1103.572864
44136,106616713,29706347,1058.427472,,53575,106551191,29433577,1024.065309
44137,106616701,29703913,989.840677,,53576,106547069,29436173,824.686927
44138,106616522,29701496,964.94753,,53577,106546720,29440872,922.749488
44139,106613393,29699371,1168.631633,,53578,106549834,29453636,900.410641
44140,106612722,29692975,1171.372507,,53579,106544763,29455171,819.419983
44141,106612473,29690687,1091.74496,,53580,106542277,29456471,744.635643
44142,106612108,29688536,972.902855,,53581,106544797,29463108,1006.023009
44143,106608818,29685010,1156.587065,,53582,106601416,29436999,1172.233535
44144,106606086,29678843,1199.855107,,53583,106598804,29434904,811.371138
44145,106608098,29676261,1266.223528,,53584,106549196,29446225,824.837241
44146,106610926,29671766,1038.838925,,53585,106550777,29451310,559.636057
44147,106614359,29671252,573.906833,,328-1,经度,维度,7987.058755
44203,106633098,29774204,1043.219658,,43399,106547493,29465373,612.072965
44204,106623131,29755362,1334.898341,,43400,106539382,29467253,1066.046801
44205,106626818,29737049,1390.352482,,43401,106539300,29459560,1057.499769
44206,106625785,29730910,1033.498741,,43402,106539642,29456802,1127.259902
44207,106622720,29725165,1244.589214,,43403,106537741,29450410,1101.667837
44208,106619623,29721464,1203.996288,,43404,106536927,29447556,987.945349
44209,106617011,29716232,1325.960275,,43407,106535304,29441732,230.631579
44210,106616692,29711058,1383.155862,,43408,106531828,29430768,69.157895
44211,106614329,29706453,1227.770065,,43409,106528613,29429886,67.263158
44212,106613656,29701761,873.938764,,43410,106526041,29426326,64.947368
44213,106613393,29699371,957.154738,,43412,106523574,29427119,54.631579
44214,106612724,29692992,948.564422,,43413,106523733,29420907,54.578947
44215,106612473,29690687,1004.026633,,43414,106524213,29420281,54.578947
44216,106609116,29685241,1174.317172,,53588,106540993,29467918,774.050433
44217,106516648,29612417,1420.01791,,53589,106534728,29438763,664.726226
44218,106518165,29598505,1321.117608,,328-2,经度,维度,10491.17848
44219,106521164,29591685,1045.514655,,53591,106526879,29416943,3.368421
44221,106531995,29579236,864.373879,,53592,106524213,29420281,3.368421
44222,106521164,29591685,1042.489121,,53593,106523733,29420907,3.368421
44223,106518165,29598505,1104.148853,,53594,106522822,29422983,12.315789
44224,106516009,29606258,1287.499589,,53595,106523574,29427119,25.789474
44225,106605830,29679183,879.484501,,53596,106526041,29426326,31.526316
44226,106609116,29685241,919.210514,,53597,106528613,29429886,32.736842
44227,106612473,29690687,873.085231,,53598,106531828,29430768,91.315789
44228,106612724,29692992,952.003643,,53599,106532758,29427977,1182.243578
44229,106613393,29699371,870.131297,,53600,106536927,29447556,1241.302713
44230,106613656,29701761,1182.328396,,53601,106537741,29450410,1287.386376
44231,106614329,29706453,1249.322635,,53602,106539642,29456802,1213.311108
44232,106616692,29711058,1210.302317,,53603,106539300,29459560,1166.873466
44233,106617011,29716232,1172.197671,,53604,106539382,29467253,970.578385
44234,106619623,29721464,1224.503674,,53605,106541003,29467914,630.736842
44235,106622720,29725165,1033.863004,,53606,106533865,29436984,813.694838
44236,106625785,29730910,1024.853908,,53607,106534727,29438750,909.624901
44237,106627409,29734314,815.855525,,53608,106537920,29443563,871.636795
44238,106623196,29755827,682.559617,,330-1,经度,维度,7810.058481
44240,106620935,29704988,81.633828,,56989,106541003,29467914,467.994848
44241,106618911,29702564,153.625813,,56990,106539380,29467240,428.54132
44242,106613393,29699371,191.786802,,56991,106539299,29459546,483.426871
